company,rating,title,pros,cons,reviewer_title,reviewer_location,datetime,is_current_job
Shopee,4,nice salary for year 2 student,"chill, learn a lot, not to often sprint","language barrier, not many team events", Algorithm Engineer, Singapore,24-Aug-22,TRUE
Shopee,5,"Good company , a lots of chances",flexible environment and considerable benefits + extra bonus at the end of year,don't have much data points, Senior Software Developer, Singapore,15-Aug-22,TRUE
Shopee,5,Good,"Growth and independence
Fast learning
High salary
Young team","End work late
Steep learning curve", Software Engineer, Singapore,31-Aug-22,TRUE
Shopee,3,Normal Chineses IT company,better salary than other local company,heavy work load for normal engineers, SRE Engineer, Singapore,25-Aug-22,TRUE
Shopee,4,Expect the Unexpected,"Fast paced, a lot to learn, colleagues are helpful and willing to teach","Change is constant, has ""feedback culture"" but generally feedback is unheard, higher-ups are not transparent with their decision making (direction from above is top-down)", Senior QA Engineer, Singapore,4-Jun-22,TRUE
Shopee,2,Not an ideal workplace,Learning a lot while working here,"Lack of work-life balance
Too many backfills
Always busy
Lack of training for new employees", Data Engineer, Singapore,13-Aug-22,TRUE
Shopee,5,Great benefits,Table tennis table and free food/drinks,Stressful work environment and late ending hours, Software Engineer Intern, Singapore,17-Aug-22,TRUE
Shopee,4,Chinese Background,"fast grow up
high effeciency
technical company","Overtime work 
Sea share price is going down", Expert Engineer, Singapore,17-Aug-22,TRUE
Shopee,5,Good,"- Good environment
- Work is interesting","- Nothing to complain
- ok lah", Engineer, Singapore,16-Aug-22,TRUE
Shopee,4,Internship experience at E-commerce Company,"Supportive and interactive team, interesting range of internal services, attractive remuneration for interns","Lack of experienced seniors, mostly migration projects, bug-prone sometimes", Software Engineer, Singapore,25-Jul-22,TRUE
Shopee,4,was a nice company,"1. good colleagues
2. nice office with gym
3. most of the team has good wlb","1. Manager sucks, they are no longer hands on technical tasks, but still telling people on how to draft the tech design.
2. Promotion is mostly based on how long you have been working there.", Software Engineer, Singapore,25-May-22,FALSE
Shopee,4,Comment about Shopee,"Big market, new techniques, many opportunities",culture is not very good, Software Engineer, Singapore,30-Jul-22,TRUE
Shopee,4,Not bad,"1. It's good for Chinese to work closely with Engineer teams in China, and can speak Chinese or English
2. Good WLB , at least in my team","1. Stock price. package gets smaller everyday 
2. Might be not very friendly for locals or non-native Chinese speakers", Software Engineer, Singapore,10-Jun-22,TRUE
Shopee,5,Good,Good pay and amenities in the office,Work life balance not very good, Junior Software Engineer, Singapore,26-Jul-22,TRUE
Shopee,3,review,good teammates and managers and company culture.,infra should be stable instead of always migrating and changing., Expert Engineer, Singapore,21-Jul-22,TRUE
Shopee,5,More and more like a Chinese Company after flooded with so many Alibaba Leaders,the technical stack is continuously enchanced,the culture is becoming more and more pushing., Software Engineer, Singapore,1-Jun-22,TRUE
Shopee,3,normal,I feel it is a normal company,more and more engineer in other country now, Backend Engineer, Singapore,21-Jul-22,TRUE
Shopee,3,So so,#NAME?,"- Expect a lot from employee, while they are doing a lot of tasks, more tasks will keep coming
-Useless managers: no mentoring, feedbacking, just reassign tasks from above to the engineers below
- Engineering quality is going down quickly: Recently there are a lot of ""Senior""s got hired, some of them don't even know how to use git properly and they keep proposing weird technical ideas that contribute greatly to the technical debt of the company (which has been huge previously). This is the biggest downside. Another thing you have to deal with bad engineers is they work very hard but very unproductive, they keep asking you even midnight or weekend.", Software Engineer, Singapore,20-Nov-21,TRUE
Shopee,4,Disrespect for English,Easy to enter with decent repatriation,Chinese employees don't make an effort to speak English, Senior Software Engineer, Singapore,12-Jul-22,TRUE
Shopee,4,Such a great place - with some of the drawbacks,"- nice manager to work with
- clear job desc
- full autonomy over how to handle project",#NAME?, Software Engineer , Singapore,14-Jun-22,TRUE
Shopee,4,"Good Work life Balance (surprisingly),","Good learning atmosphere
Work-life balance was good, at least in my sub-team (on contrary to what I read here)","Demography is a bit skewed, with lots of Chinese people, so culture is not that open.
Very frugal(cheap), when it comes to spending on employees.", Software Engineer, Singapore,19-May-22,TRUE
Shopee,4,Ok,"Salary is ok
Fast moving environment","Management
Change in organisation
High work load", Engineer, Singapore,8-Jul-22,FALSE
Shopee,4,,"- Gain many new experiences
- Nice pantry
- Colleagues are helpful","- Work hours quite long
- Might need to attend meetings in chinese", Software Engineering Intern, Singapore,14-Jun-22,TRUE
Shopee,5,Nice working culture,"good benefits, flexible working hours","need to be on-duty until 2 AM at campaign day, but good off in lieu", Engineer, Singapore,12-Jun-22,FALSE
Shopee,4,Good but not the best company,#NAME?,"- Not the highest salary and/or benefits in SG.
- Sometimes you'll have to work overtime to meet tight deadlines or prepare for campaigns.
- Not easy to work-life balance. You may get DM in late evening.
- Some managers from China may bring their toxic culture to the team.
- Sometimes appraisal & compensations can be unfair between people of the same title & same contribution.", Backend Software Engineer, Singapore,6-Dec-21,TRUE
Shopee,3,Rapidly growing company with slow salary raise,"Good business outlook, frequently internal communication conferences","Salary raise is very slow even if you get promoted. However the city's daily costs and rental are pretty high. So, it makes the position look like not so attractive.", Senior Engineer, Singapore,1-May-22,FALSE
Shopee,5,Good Company,"Competitive Salary, Flexible working hour",Immature codebase compared with other old tech company, Algorithm Engineer, Singapore,14-Jun-22,TRUE
Shopee,3,Various ways to push an employee to OT,Basic technology experience rather than only cloud services.,"Usually push me OT for a lot of reasons, such as ""it is very easy, why you cannot finish this?"" ""You should have the sense of owner!"" 

Sometimes they ask you to report problems in time. But after you report, you'll only be told that you should OT to finish it.

The managers may not have much confidence in their careers.  Some of them may have low talent. The only thing they can do is firstly set the standard, then push all guys to OT.", Engineer, Singapore,20-Dec-21,FALSE
Shopee,5,Good Company,Good company with great culture,Average pay comparing to other software engineers, Software Engineer," Jurong West New Town, ",15-Jun-22,TRUE
Shopee,3,depends on what u are looking for from the job,"if u are looking for opportunities to grow, this is exactly the place for u. U will be given chance to play an important role from the first day.","if u are someone who looks for wlb, shopee might not be a good fit for u.", Software Engineer, Singapore,3-Mar-22,TRUE
Shopee,5,a,"good environment, talented people, interesting",ends at 7 pm which is a little late, SWE Intern, Singapore,12-Jun-22,FALSE
Shopee,5,Flexible,Flexible working. Good food is available. Good core values,work is hectic in some teams, Software Engineer, Singapore,5-May-22,TRUE
Shopee,5,Very good working experience,The leaders are smart and helpful. Encourage you to use 20% of your work-time to learn (instead of building the feature all the time).,Can't think of one. Maybe have to WFH all the time is a con., Frontend Engineer," Bedok New Town, ",21-Mar-22,TRUE
Shopee,5,good for junior,"Growing technology
Learn best practices
Good team leader (depends on team)",WLB varies from team to team. Some team have nice WLB but others might not be the case, Software Engineer, Singapore,30-Mar-22,TRUE
Shopee,3,Flexible and Friendly but Stressful,"- Slightly above average compensation and benefits,
- Amazing and friendly work environment,
- Relatively flexible on the WFH situation but could change,
- Good amount of learning opportunities and mentorship","- Stressful work environment, 24/7 on-call
- Rushed timelines do not allow enough time for proper testing
- When bugs happen, time spent fixing them cascade into other features timelines and snowballs and snowballs... until employees just rage quit
- Campaign days standby
- Many critical documentation written in Mandarin
- Tech: Not great but understandable for a company that's still transitioning from a startup and trying to sort itself out.", Software Engineer, Singapore,11-Apr-21,TRUE
Shopee,5,Shopee Culture,"Good benefits, lively culture, great opportunity to learn","Full-timers seem busy, very fast-paced", Frontend Developer, Singapore,27-Apr-22,TRUE
Shopee,5,"The friendly working environment, suitable for learning for new grad","- Competitive compensation
- Excellent and supportive colleagues
- Motivated working culture",#NAME?, Software Engineer," Queenstown Estate, ",28-Mar-22,TRUE
Shopee,4,Good to stay for 1-2 years,"Competitive salary, nice office, nice and helpful teammates","Duty during campaign periods, repetitive work, slow career progression, might have to work with Chinese-speaking team in other offices where meetings are mostly conducted in Chinese.", Software QA Engineer, Singapore,23-Feb-22,TRUE
Shopee,4,Shopee data engineer,Comfortable open minded team for tech firm,A lot of chinese speaking colleagues, Software Engineer, Singapore,28-Mar-22,TRUE
Shopee,3,good perks,"good perks, and good collegues","low salary, and low morale", Software Engineer, Singapore,17-Apr-22,TRUE
Shopee,4,no,"good growth opportunity，Learning atmosphere, technical challenges",no work life balance，Insufficient technical infrastructure, Expert Engineer, Singapore,31-Mar-22,FALSE
Shopee,4,Good Salary,"Attractive salary, nice office with nice pantry",Nothing much to say about this., Software Engineer, Singapore,4-Apr-22,TRUE
Shopee,3,Fast Paced Environment,"1. Fast Pace - hence it is a good place to start career for fresh graduates
2. Learn a lot a lot
3. Nice office","1. Too fast paced
2. Fast paced
3. Depending on the team you join, you might be ok or have a horrible experience in this place. Advice is to do research and ask someone you know in the company, ask them about the team you are assigned to.", Quality Assurance Engineer, Singapore,13-Dec-21,TRUE
Shopee,4,Check the team,Most people are friendly. Have enough annual leaves,Work with SZ colleagues but no SG teammate, Senior Software Engineer, Singapore,18-Mar-22,TRUE
Shopee,4,Its okay,Good salary for an immigrant,The workload quite is quite., Software Engineer, Singapore,26-Mar-22,TRUE
Shopee,5,one of the better tech companies in sg,ambitious to become biggest sg tech company in singaporw. well stock pantry. flexibility to perform work.,some managers are concerned about goals over employees., Senior Software Engineer, Singapore,30-Jan-22,FALSE
Shopee,4,Great Experience Overall,#NAME?,"- may be too much work for intern
- not so friendly team (each nationality hang out with their own ""cliques"")", Software Engineer Intern, Singapore,26-Jan-22,FALSE
Shopee,2,Just a normal company,"- high salary
- many young people","- 361 performance review
- work overtime", Web Developer, Singapore,14-Mar-22,TRUE
Shopee,5,Good,"Good place to work, good benefits","High workload, people speaks Chinese", Software Engineer, Singapore,19-Mar-22,TRUE
Shopee,1,poor management,"good pay
off in lieu for overtime work","poor management
lack of career progression", Site Reliability Engineer, Singapore,4-May-22,FALSE
Shopee,1,Stay away from this company,#NAME?,"The entire culture is not transparent and micromanaging, and it's getting worse
You have to constantly guess what people from upper level think
Most of your efforts are taken for granted and not appreciated
Many of the colleagues are unfriendly, probably due to stress
There's not wlb, and it's becoming more of Chinese company", Software Engineer, Singapore,24-Jan-22,TRUE
Shopee,4,Good,Have a great allowance for the intern,Team too big to take care of intern, Algorithm Engineer, Singapore,9-Mar-22,TRUE
Shopee,4,Good place to start your career,"- work is manageable 
- office is great
- the people you work with are nice","- slow career progression
- depending on roles, OT culture", QA Engineer, Singapore,24-Jan-22,TRUE
Shopee,4,Not a bad place,many perks for employees given by company,your team may not be as communicative, Automation QA Engineer, Singapore,27-Feb-22,TRUE
Shopee,3,good for fresh graduate,good work office in SG,frequently tech structure and leader update, Senior Engineer, Singapore,3-Mar-22,FALSE
Shopee,4,"It's ok. Work experiences, workload, promotion depends on the manager and the team you'll get, which relies on your luck",#NAME?,"- High workload
- Many other employees doesn't speak English well. Moreover, since more teams are working with the Shenzhen office, most meetings ends up in Chinese even with non english speakers.", Software Engineer, Singapore,27-Nov-21,TRUE
Shopee,5,Work,Mostly young people that is filled positive energy,No clear direction in job progression, Quality Assurance Engineer, Singapore,17-Feb-22,TRUE
Shopee,4,"have both pros and cons, depends on what u want to get from here","salary is not bad, but compared with other company, cannot say satisfied. It is another topic if stock are provided as part of package 
workload level depends on time and team. during campaign, get busy. 
good place to learn for fresh graduates.
good gym if u like to do excesie","workload could be very heavy, overtime is a must during these times, but highly depends on direct team lead's management style and project deadline. 
24h on call if u are maintaining a live service. 
top-down management , some manager seem like to squeeze every letfover energy of team members to promote themself or KPI things, and make work here gets complicated. And emotional and biased. Play favoritism games. 
year-end bonus is low compared with other touch-natch IT company in this region even when company performance is higher than expeaction.", Senior Software Engineer, Singapore,5-Feb-21,TRUE
Shopee,4,General Ok,Flexible working hour. Work life balance,"Too many product lines handovered to SZ, difficult to cooperate", QA Engineer, Singapore,26-Jan-22,TRUE
Shopee,2,Openly prefers work-life integration than balance,"Get exposed to many technology (perhaps too much). 
Good pay, however is it worth it?","No work life balance. Tasks are usually of extremely tight deadlines, even for new hires. Perhaps especially for new hires. 

Entry tasks involve extreme ambiguity, learning from nothing and with scrutiny. You may be a new hire, but your different background and experience all land with the same expectations, to deliver at unreasonable speed.", Software Engineer, Singapore,9-Jun-21,TRUE
Shopee,4,Depends on team,"- Compensation is good
- Everyone is valued for their opinion, regardless of their roles and seniority
- Work life balance is possible, depending on team and manager","- Team is growing really fast
- Company isn't keen on committing to contributing to open source software
- Company structure is not transparent, very hard to find relevant PIC for specific task", Software Engineer, Singapore,26-Oct-21,TRUE
Shopee,4,Great scale up,"Good engineering culture
WLB is good","A lot of teams Chinese dominated, hard for English-only speakers to assimilate", Software Engineer," Bedok New Town, ",15-Jan-22,TRUE
Shopee,5,Best for new Grads!,"Dynamic work enviroment
Steep learning curve",Depends on team. Some teams like mine are work-life balance positive, Software Engineer, Singapore,9-Jan-22,TRUE
Shopee,3,,high opportunity to get promoted,many changes in a short time, Senior Data Engineer, Singapore,13-Feb-22,TRUE
Shopee,4,Great place to work,Great people and generally competitive environment,"Lack of team building activities, especially during covid", Software Engineer, Singapore,24-Jan-22,TRUE
Shopee,4,"Not so good, but not so bad","A lot of money,
Fast growth.","Work life balance,
Long work hours", Software Engineer, Singapore,23-Jan-22,TRUE
Shopee,4,"Career goes up, life goes down","Great compensation package.
Great opportunity of career progression.","Poor work life balance. 
Too much stress.", Senior Software Engineer, Singapore,12-Jan-22,TRUE
Shopee,5,,No need to OT in the most of the time,Lack of experience mentor for further development, Senior QA Engineer, Singapore,21-Jan-22,TRUE
Shopee,1,Micromanaging Startup that acts like established MNC,"-2 massage per month
-free dinner if you work late
-free gym in office
-napping pods
-nice office

Above pros are all not personally experienced due to covid-19 but the benefit is there.

-Great child birth sponsorship ($8000)","- Pathetic spouse and child coverage for insurance.
- Optical and dental benefits as good as none.

Have the facade of an established MNC due to all the funding they get but they are really just a start up.

Micromanaging like crazy, enforce that you must turn on camera for video calls, even for those calls with crazy amount of attendees (50>). Their excuse is to give more ""office-like"" feel but really, it's just to make sure you are in front of your pc during the entire course of meeting (1-2 hours). On the topic of meeting, you will be required to attend irrelevant meeting that takes up your work time then expect you to do unpaid OT to finish up your task.

Good name on resume but bad experience on work life. They may offer a higher salary, especially for fresh grads but that is just to trap you in because other companies won't pay as high. Once you're trap, they can overwork you however they want and you can't do anything about it because you can't find another job that pays as well due to your lack of experience. You can't leave unless you take a pay cut, but if you are experienced hire then it's not as bad. Think carefully before joining.", Systems QA Engineer, Singapore,6-Oct-20,FALSE
Shopee,3,Alright place to be,pantry is awesome. People are all around the same age and eager to get things done,"heavy workload. No 13th month, no stocks just basic stuff.", Software Developer, Singapore,15-Dec-21,TRUE
Shopee,4,Great learning place,#NAME?,"Working hours might be too late for some people (ends at 7 pm regularly), especially if the living place is far. But can adjust working hours by talking to your manager", Software Engineer, Singapore,14-Oct-21,FALSE
Shopee,5,"Nice, patient way for new graduates",The corp has offered the new graduate like me a lot of help with abundant documents and mentor assistance.,"In bonus, it has lacked some ganerasity like google or bytedance in Singapore.", Software Engineer, Singapore,21-Nov-21,TRUE
Shopee,2,Wish I had trusted the Glassdoor ratings,"Bits and parts of platforms are good.
Some teams have good work.
Business is solid.
Soon to be amazon  of southeast asia.","Tech is below par. 
Attrition rate among engineer with experience >5yrs is high. Company culture is deeply flawed, but they try to paint a rosy picture through PR activity.
Upper management tech :  most of them have never worked in  another company , their lack of experience shows.
Managers are just stooges and don't take stand for their teammates.
People prefer to talk in Chinese, and their English is barely understandable.", Software Engineer, Singapore,24-Mar-21,FALSE
Shopee,5,e-commerce,extend fast; young engineers; good prospective.,not well organised team structure, Expert Systems and Automation QA Engineer, Singapore,11-Jan-22,TRUE
Shopee,5,Internship,"Fast paced
Learnt a lot during internship",Working hours can be long, Data Engineer Intern, Singapore,3-Jan-22,TRUE
Shopee,5,GOOD,quite good working in shopee,not much cons found working here., Algorithm Engineer, Singapore,23-Dec-21,TRUE
Shopee,1,"Decent pay, no career progression",High pay if you join early,"Chinese working culture.
Do not respect non-chinese speaker. They can switch to speak chinese at anytime in meeting and ignore you are there.
Frequent change of management. Normally the latter is worse than the previous.", Senior Software Engineer, Singapore,3-Nov-21,TRUE
Shopee,4,Review of first two months,Good working environment and benefits; No over working at night (none in my team),"For new hire, sometime they have to learn new skills without supporting documents, which might make them to work with low efficiency.", Machine Learning Engineer, Singapore,29-Sep-21,TRUE
Shopee,5,Growing company,"Good company to join, good colleague and culture",HR leave policy and benefit can be better, Data Engineer," Tampines New Town, ",16-Dec-21,TRUE
Shopee,4,Software Engineer Intern - TechOps,"Free food
Flexibility in work hours (teammates didn't seem to mind me coming late)",Free food is only after 8pm. (There is a before 9am one too), Software Engineer Intern, Singapore,22-Nov-21,TRUE
Shopee,5,Good,fast growth in south east asia,tech side need further improvement, Software Engineer, Singapore,21-Dec-21,TRUE
Shopee,3,"Fast growing company, push a lot","If promoted, stock option is abundant",Work life balance is bad, Machine Learning Engineer, Singapore,7-Dec-21,TRUE
Shopee,5,Good to work with Shopee,"* We have to manage deliverable our own 
* We can implement solution what ever you want",* Need manage your time, Data Engineer, Singapore,10-Nov-21,TRUE
Shopee,1,Bad managements and terrible corporate cultures,#NAME?,"- Managers didnt' care about the welfares and developments of their reports.
- Many employees (including high-profile managers) refused to use English for communication across teams
- Finance refused to approve legit claims for reimbursements
- No diversity even though the company tries to brand itself as a global company", Senior Software Engineer, Singapore,19-Oct-21,FALSE
Shopee,1,Think twice if want to join,"Nice and fancy office, youthful environment, flexible working hours","Managers are bossy, toxic, racial bias and lack of management skills. Some of them have no clue on providing clear or realistic vision for their team and career ladder of members. No clearly define for members their responsibilities.
They're focused on blame, rather than solutions and support", Engineer, Singapore,22-Oct-21,FALSE
Shopee,3,Management get worse overtime,"Insane pay, especially for people that joined before 2019","- Management don't know what they want and never get satisfied
- Chinese first culture, meeting in Chinese with only Chinese bosses.
- Manager pushes the pressure directly to team members
- Tech managers that are lacks of technical skills", Expert Software Engineer, Singapore,26-Aug-21,TRUE
Shopee,5,grow fast,"aggressively explanation, grow fast, many chances","none, I dont find anything bad", Tech Lead, Singapore,7-Dec-21,TRUE
Shopee,2,Good if you are fresher or junior level,"- You will be learning things related to e-commerce: The platform, product, building & releasing process...
- Their stock price is going up pretty fast (Of course only if you have chance to get some).","- At some point you won't see there many things here to learn anymore except things I mentioned above.
- Company's vision is not focusing on tech, but rather than on business side. Sometimes you will be in the situation where you need try your best, even OT or find a workaround to achieve something that doesnt make any sense.
- Communication are the worst also. Lots of meetings and half of them are in Chinese.
- High level bosses are very... bossy.", Software Engineer, Singapore,7-Apr-21,TRUE
Shopee,3,Decent job position,Friendly colleagues with open mindset. There is defined set of values and culture in shopee for everyone to follow.,Expect to work over the weekends from the first week itself., Software Engineer," Clementi New Town, ",3-Nov-21,TRUE
Shopee,2,Okay okay,#NAME?,#NAME?, Software Engineer, Singapore,15-Nov-21,TRUE
Shopee,1,Really really really bad culture,"Nice office
- Gym
- Amenties
- Long lunch hour","- Lot of freshers and high attrition rate has caused the codebase to be unmaintainable. Employees are discouraged to fix it, and forced to put patches instead of scaling. No best practices, more like hacky college project.

- Company pays you for 10am-7pm and expects you to work till 10pm. It is so shameful and sad that company arranges town-hall meeting after 7pm. Meetings after 7pm is quite normal.

- Company benefits are horrible. $1000 limit for insurance. Does the company know how much specialist cost in Singapore?

If you really believe in engineering, then stay away from this company. I made mistake to join the company because of their huge stock values, and but guess what it is not worth at all. I have lost all peace of mind.", Software Engineer, Singapore,28-Feb-21,TRUE
GIC,5,One of the better places to be at,1) Lots of learning opportunities 2) Autonomy when it comes to handling projects and time 3) Company emphasis a lot on team culture,1) Tech stack is still growing (but there is a lot of areas to contribute and take ownership), Software Engineer, Singapore,10-Nov-22,TRUE
GIC,5,Good place if you like interacting with people,Above average industry pay. Warm people.,WLB. Not for hardcore engineers, Software Developer, Singapore,10-Jun-23,FALSE
GIC,4,Singaporean culture at heart,"Pays well, Decent cultural diversity, ambitious, high aims and diligent teams. People are generally quite exceptional, mostly a pleasure to work with. People work fast and smart, but should slow down to assess.","Risk adverse, Singaporean culture such as kiasu/kiasi/kaypoh is quite rife. politics is to be desired (the petty type, that serves no benefit). Ego's are very big around here. Heads of Departments touting they know Oxbridge people that are the 'top 1-2'. Surprisingly not as advanced as initially thought (technologically).", Assistant Vice President, Singapore,10-Jun-23,TRUE
GIC,5,Excellent organisation to work for,Working at GIC was enjoyable and I learnt a lot from my internship there. The people working there are very smart and gave me many pointers that will stay with me into my further career.,Sometimes my supervisors would be a bit busy and not able to respond timely - but this was not a big deal as it encourages self-starting and being independent, Industrial Trainee, Singapore,26-May-23,FALSE
GIC,2,Internship programme,Good reputable established company name,Do not have much of an idea of what to do with the interns., Intern, Singapore,28-May-23,TRUE
GIC,5,Great working experience :),"Great culture (Tech side), nice supervisors","no cons as of yet, team is understaffed so can be quite hectic at times", Intern, Singapore,22-May-23,TRUE
GIC,2,Didn't enjoy the department but Wish GIC the best,I liked the firm and what they stood for. Most of the Senior Leadership team were impressive (particularly the newer cohort coming through).,Toxic culture - saw and experienced Bullying. Career progression was poor. Distinct lack of meritocracy., ISPM, Singapore,6-May-23,FALSE
GIC,5,nil,good working culture in GIC,not so much bad things, Web Developer Intern, Singapore,18-May-23,FALSE
GIC,2,Aggressive environment,Good benefits and salary One of the Top SWF,Too aggressive unreasonable expectations Very local environment Lack of support to employee and decision taken in perception, AVP, Singapore,30-Apr-23,FALSE
GIC,3,It depends,Benefits are good and pay is benchmark well,Long hours and highly political, Analyst, Singapore,10-May-23,TRUE
GIC,5,Good environment,"Good friendly culture, welcomes ideas","Red tape, a lot of limitations on intern", Software Engineer, Singapore,4-May-23,TRUE
GIC,4,Data Analytics Intenr,Good work life balance Actually do real projects there Pay as full timer is good,Sometimes hours can be long. Colleagues are all very competent so high stress to perform., Intern, Singapore,11-Apr-23,FALSE
GIC,3,Great exposure,"Good benefit for perm staff. If you are contracting for over a year, the benefits are not too bad as a contractor compare with other companies",Depending which department you work, Executive Assistant, Singapore,17-Mar-23,TRUE
GIC,5,Good pay master,"Helpful and experienced colleagues, most people are very friendly in the organisation even the senior management.",Not as commercial since it is SWF., AVP, Singapore,21-Mar-23,FALSE
GIC,5,Fulfilling Career,Plenty of opportunities to work on new technologies and bright people. Access to wide variety of product vendors for tech engagements,Work life balance can be difficult due to work load, IT Manager, Singapore,10-Mar-23,TRUE
GIC,5,Good Work Place,No micromanagement. Helpful team mates and good team lead.,Difficult for contract staff to convert to perm., Full Stack Developer, Singapore,14-Mar-23,TRUE
GIC,5,Great place to work in!,"Very chill working place, learnt alot of things.",Quite hard to convert to full time., Data Analyst/Data Scientist, Singapore,14-Mar-23,FALSE
GIC,5,Internship Experience,"Very helpful colleagues, welfare is pretty good too","Supervisors may be very busy at times, so interns have minimal contact with them", Data Engineer Intern, Singapore,7-Mar-23,TRUE
GIC,4,Good benefits,Cares for employees. A lot of latitude to try new things.,May have brown too big. Less personal than before, Portfolio Manager, Singapore,22-Feb-23,TRUE
GIC,5,,Very good company and most stable,No cons for me till now, AVP, Singapore,15-Jan-23,TRUE
GIC,1,Associate,"- Good Bonus - Central Location - High floor, nice views - Everyone seems to be nice (over-pretend) - Internal mobility opportunities (especially if you have a spouse who is on GPP)",- Politics - Coverups (no transparency) - Certain department heads don't change even after 10 years (up to your own imagination) - High turnover rate in HR, Associate, Singapore,10-Dec-22,FALSE
GIC,5,GIP GIC Salary,It pays well for an internship. Great place to work.,Wish it was longer. Felt abit packed., Summer Internship Program, Singapore,22-Dec-22,FALSE
GIC,3,Internship experience,Managed to learn my department's workflow and my colleagues were helpful,I had to OT on most days. (dependent on the department you're working in), Risk Analyst, Singapore,15-Dec-22,FALSE
GIC,5,One of the better places to be at,1) Lots of learning opportunities 2) Autonomy when it comes to handling projects and time 3) Company emphasis a lot on team culture,1) Tech stack is still growing (but there is a lot of areas to contribute and take ownership), Software Engineer, Singapore,10-Nov-22,TRUE
GIC,5,Good Internship experience,#NAME?,#NAME?, Internship, Singapore,13-Dec-22,FALSE
GIC,4,Good,Decent amount for intern salary,None i can think of, Internship, Singapore,26-Nov-22,TRUE
GIC,2,Not a good place to stick to for long,Multiple tech use in projects,"Long working hours - culture issue, even managers / team WANT to work beyond working hours on a daily basis and on weekends too. This kind of becomes expectation for all the team members.
Clear lack of planning and management among team.
Bias issue / favoritism is very evident among team / members.
Non-supportive HR even if they say they care a lot.
Get some experience and just get of this place.", Vice President, Singapore,3-May-22,FALSE
GIC,5,Working Review,Good working environment and colleagues.,Intensive work culture and responsibilities, Quantitative Research Intern, Singapore,2-Nov-22,FALSE
GIC,5,"Positive environment, nice people and culture","- People are friendly and helpful
- Motivated environment, people generally want to excel
- Perks available: gym, pool table, console games, etc",#NAME?, Internship, Singapore,4-Sep-22,TRUE
GIC,4,GIC internship,Good worklife balance and learnt a lot of good software development practices,"A lot of social activities, minus for introverts, plus for extroverts I guess", Software Developer Intern, Singapore,28-Sep-22,TRUE
GIC,4,Great welfare,"GIC hosts many events for staff, flexible hours","Hierarchical, lots of red tape", Intern, Singapore,11-Oct-22,TRUE
GIC,5,Good and friendly culture,"- Competitive Salary
- Friendly and approachable Culture
- Good Benefits like outings and buffets",Not that I could observe, Software Engineer Intern, Singapore,18-Sep-22,TRUE
GIC,4,Good Intern Experience,Nice Pantry and very understanding supervisors. Very impactful experience working there :),Strict hiring process from Sterling RISQ and it can very draggy and annoying, Internship, Singapore,28-Aug-22,TRUE
GIC,5,good,good work experience enjoy the intern a lot,I cant think of a con actually, Data Scientist Intern, Singapore,4-Sep-22,TRUE
GIC,5,Nice culture,Nice environment and culture and a lot of things towarn,No cons and enjoying myself, Analyst, Singapore,8-Sep-22,TRUE
GIC,1,Unprofessional acts,Actually no pros to mention,"Your tech stack will be downgraded due to lack of best practices

No process is following. I would say the worst company I have ever worked", Senior Software Engineer, Singapore,2-Sep-22,TRUE
GIC,5,Nice place to work,"Nice people, comprehensive benefits, nice office",Salary not the most competitive, Associate, Singapore,2-Aug-22,TRUE
GIC,5,Intern experience,Fun and engaging. People are helpful.,Nil. Stress but can learn a lot, Intern, Singapore,5-Aug-22,TRUE
GIC,1,Highly political organization,It is a big organization with a lot of Type A personalities - people that want to do well and keen to succeed.,"It is a very political organization so you need to know the right people. There is a very strong sense of whether you are considered to be an ""insider"" or ""outsider"". If you are an ""outsider"" then you are just a hired gun - they will extract every ounce of your IP and know-how and once all your knowledge has been absorbed they have no qualms about getting rid of you.", Portfolio Manager, Singapore,13-May-22,TRUE
GIC,5,Good,"Good working environment, nice colleague",Not really have anything about cons in my mind, Internship, Singapore,27-Jul-22,TRUE
GIC,5,Amazing,"- Amazing opportunity to learn from brilliant people
- Very friendly and welcoming culture
- Interesting and challenging work
- WLB is great","Nothing really, had a great time there", Off, Singapore,8-Jul-22,FALSE
GIC,3,A place not for people into software development,"Compensation very competitive across the street.
Friendly team, everyone is warm.
A lot of training opportunitis.
Pantry got nice food (before pandemic)
Office View is fantastic.","As my review subject said, this is not a place for developers. 
If you are a hardcore developer type, try to find another place.
The CEO/COO/CTO will always emphasize that here is an investment company not a technology company, which makes me very worried about the future of Singaprean reserves. Everyone could see that the future investment will be tech-driven.", Software Developer, Singapore,9-Dec-21,FALSE
GIC,4,Good culture,"Good culture, onboarding of young talents",Processes can be slow at times, Analyst, Singapore,5-Jul-22,TRUE
GIC,1,Ruthless and undesirable,Apart from the compensation package there is nothing desirable about working here,"- Team leader was ruthless from the start, within 1 month threatening to not convert after probation
- Use of harsh words and a fearful work environment set up by the boss
- Let go after probation claiming that taking medical leave was playing absent during probation", Associate Software Engineer, Singapore,1-Jun-22,FALSE
GIC,5,Intern,Amazing office with great views. Colleagues were very kind and always keen to help.,Pace can be abit slow which can be a bonus or a curse for different individuals, Software Engineer(Internship), Singapore,4-Jun-22,FALSE
GIC,5,Good learning experience,"Guided experience as a trainee there, very friendly colleagues and loads of learning opportunities",Sometimes could be quite compartmentalised, Quant Researcher Trainee, Singapore,13-Jun-22,FALSE
